year,text,label,INFRA_GAP,STAFF_GAP,SERVICE_GAP,ACCESS_GAP,COST_GAP,QUALITY_GAP
2009,"Although the responsibilities entrusted to the new Department are
multiple, there were no matching mechanisms, processes or schemes to undertake these schemes.",SERVICE_GAP,0,0,1,0,0,0
2009,"After the creation of the new Department, the only ongoing scheme transferred to the Department
was that relating to the ICMR.",SERVICE_GAP,0,0,1,0,0,0
2009,"A population proportional survey was carried
out in the 6 tehsils of the area which included both urban and rural clusters to identify and
treat the leprosy cases identified.",ACCESS_GAP,0,0,0,1,0,0
2009,"In the
UMDT multicentric study of 300 PB and MB patients (funded by WHO) there were 4
episodes of late reaction (2MB cases and 2 PB cases) and 2 relapses (1 MB and 1 PB)
during the follow-up of 3 to 5 years after stoppage of MDT.",COST_GAP,0,0,0,0,1,0
2009,"In the
re-survey the number of was about 1/5th of what was detected earlier and in these also about
half the cases had been diagnosed of having leprosy earlier but had not taken, or completed
the treatment earlier.",SERVICE_GAP,0,0,1,0,0,0
2009,"3-5 years follow-up of the cases who
have completed treatment indicated that the reactions as well as relapses were low and

21
ANNUAL REPORT 2009-10
DEPARTMENT OF HEALTH RESEARCH
observed to have occurred during the first 3 years of post treatment follow-up (RFT).",SERVICE_GAP,0,0,1,0,0,0
2009,"Linkages were established with state health
services and with STDC, Agra and a joint study on conducting drug resistance surveillance
(DRS) of tuberculosis in 35 districts of Bundelkhand region and western Uttar Pradesh.",SERVICE_GAP,0,0,1,0,0,0
2009,"Training for collection of clinical samples has been
initiated in 5 districts of UP for this purpose.",STAFF_GAP,0,1,0,0,0,0
2009,"•
Studies on mechanisms of granuloma formation continued using experimental model as
well as human biopsies by immuno-histochemistry.",STAFF_GAP,0,1,0,0,0,0
2009,"A total of
186 cases were diagnosed as suffering from leprosy which included 137 PB cases and 49
MB cases and were put on treatment.",SERVICE_GAP,0,0,1,0,0,0
2009,"The doubtful cases were confirmed by a
medical doctor and patients treated by the ASHAs as per the NLEP guidelines.",STAFF_GAP,0,1,0,0,0,0
2009,"The ASHAs of the selected clusters were first trained in
detection, diagnosis and treatment of leprosy.",SERVICE_GAP,0,0,1,0,0,0
2009,"A study of fixed dose combination of artesunate/amodiaquin combination in treatment of
uncomplicated falciparum malaria showed a cure rate of over 95% as compared to amodiaquin
monotherapy.",SERVICE_GAP,0,0,1,0,0,0
2009,"The protocols developed (TRC) for assessing the Annual Risk of Tuberculosis infection have
been adopted by the programme and a module for establishment of national data base for TB has
been created (NJILOMD).",INFRA_GAP,1,0,0,0,0,0
2009,"Facilities for
culture and drug sensitivity testing for tuberculosis have been established at RMRC, Port Blair.",INFRA_GAP,1,0,0,0,0,0
2009,"Three to five years of follow-up of cases of leprosy at Model Health Research Unit, Ghatampur,
who have completed treatment indicated that the reactions as well as relapses were low and were
observed to have occurred in the first 3 years of post treatment follow up.",SERVICE_GAP,0,0,1,0,0,0
2009,"India now has an effective, cheap, safe and produced in GMP
compliant facility which can be used prophylactically in cholera prone area and/or for combating
epidemics.",INFRA_GAP,1,0,0,0,0,0
2009,"JE MAC ELISA kit was evaluated by WHO at CDC and showed 95.8% concordance with anti IgM
test in CSF (accepted gold standard).",QUALITY_GAP,0,0,0,0,0,1
2009,"Preliminary results indicate development of chronic inflammatory erosive
arthritis as the most severe outcome.",INFRA_GAP,1,0,0,0,0,0
2009,"•
International cooperation in medical and health research including work related to
international conferences in related areas in India and abroad.
•
Technical support for dealing with epidemics and natural calamities.
•
Investigation of outbreaks due to new and exotic agents and development of tools for
prevention.
•
Matters relating to scientific societies and associations, charitable and religious endowments
in medicine and health research areas.",INFRA_GAP,1,0,0,0,0,0
2009,"•
Advanced training in research areas concerning medicine and health including grant of
fellowships for such training in India and abroad.",STAFF_GAP,0,1,0,0,0,0
2009,"The Council was also directed to spearhead development of indigenous
vaccines as well as diagnostic tests for H1N1.",INFRA_GAP,1,0,0,0,0,0
2009,"In another randomized clinical trial the efficacy
of a once-daily regimen of didanosine (ddI) and lamivudine (3TC) with either efavirenz (EFV) or
nevirapine (NVP) when given along with standard ATT in patients with HIV and TB with CD4 <
250 cells/mm3 was compared.",QUALITY_GAP,0,0,0,0,0,1
2009,"Molecular
docking studies along with development of a drug resistance database are the focus of the ongoing
bioinformatics studies.",INFRA_GAP,1,0,0,0,0,0
2009,"The Centre has completed intake to
the study to assess the cure rate in Category-II PTB patients after the addition of Mycobacterium w
vaccine to standard anti-TB drugs in which patients were randomly chosen to receive either the
vaccine or placebo along with the standard Category-II RNTCP regimen.",QUALITY_GAP,0,0,0,0,0,1
2009,"Preliminary results indicate
that a significantly higher proportion of patients treated with Moxifloxacin-containing regimens
became sputum negative at first and second month of treatment as compared to patients on standard
regimens.",SERVICE_GAP,0,0,1,0,0,0
2009,"TUBERCULOSIS RESEARCH CENTRE, CHENNAI
ACHIEVEMENTS
Tuberculosis Clinical trials
In the ongoing trial which evaluates the ability of Moxifloxacin containing regimens to shorten
the duration of treatment to 3-4 months, 270 patients have been enrolled.",SERVICE_GAP,0,0,1,0,0,0
2009,"Prevalence of alcohol consumption among males was
28.1% with a slightly higher prevalence of 28.8% in urban areas as compared to the prevalence of
27.4% in the rural areas.",ACCESS_GAP,0,0,0,1,0,0
2009,"Human papillomavirus
A total of 78 cases were screened,for human papillomavirus type 16 and 18, 43 were the tribal
patients attending the OPD of District Hospital of Car Nicobar and rest of the 35 cases were the
patients attending the OPD of G.B.Pant Hospital and PHC Garacharma.",INFRA_GAP,1,0,0,0,0,0
2009,"Throat swabs were collected from three
patients and one of the samples was positive for novel influenza A H1N1.
Drug susceptibility pattern of Mycobacterium tuberculosis isolates from Andaman and Nicobar
islands
Facilities for culture of M. tuberculosis and drug sensitivity testing were established in the
Centre.",INFRA_GAP,1,0,0,0,0,0
2009,"An outbreak of influenza
like illness was observed among the NCC cadets at the annual naval NCC training camp held on
September 24 2009.",STAFF_GAP,0,1,0,0,0,0
2009,"H1N1 influenza
Facilities for the diagnosis of the infection was set up in the Centre.",INFRA_GAP,1,0,0,0,0,0
2009,"A total of 83 patients were admitted to the hospital/child care/health
centers in Port Blair.",INFRA_GAP,1,0,0,0,0,0
2009,"•
LEISHPROT, a web based repository database for all known Leishmania donovani proteins,
was developed to provide easy access to voluminous data related to sequences and annotation
with linkage facility to other data source.",INFRA_GAP,1,0,0,0,0,0
2009,"•
Application of Remote Sensing and GIS for validation of sandfly distribution and Kala-
azar prevalence revealed strong relationship between NDVI and total sandfly density as
well as density of P. argentipes in both endemic and non endemic foci.",ACCESS_GAP,0,0,0,1,0,0
2009,"Completed
-
Combination therapy of Miltefosine and Ambisome for treatment of VL (WHO/TDR)
– Completed
-
Single low dose of ambisome for treatment of VL (MSF-Spain) – Ongoing
-
Treatment of Kala-azar co-infected with HIV/ Tuberculosis (MSF-Spain) – Ongoing
-
Amphomul Phase III study (Bharat Serum Pvt. Ltd.) – Ongoing
•
Role of nutritional factors in relation to severity of VL revealed that zinc and albumin level
was down regulated and magnesium up-regulated with increase in severity of
malnourishment
Studies on Parasite
•
It has been observed that TGF-btriggers apoptotic death of lymphocytes through up-
regulation of tyrosine phosphatase activity and the use of sodium orthovanadate (NaOVa, a
tyrosine phosphatase inhibitor) reduces the apoptotic frequency.",SERVICE_GAP,0,0,1,0,0,0
2009,"Completed
-
Paromomycin Phase IV study (iOWH) – Completed
-
Combination therapy of Ambisome, Miltefosine and Paromomycin for treatment of VL
(DNDi) –",SERVICE_GAP,0,0,1,0,0,0
2009,"RAJENDRA MEMORIAL RESEARCH INSTITUTE OF MEDICAL SCIENCES, PATNA
ACHIEVEMENTS
Clinical Studies
•
Various clinical drug trails for treatment of VL, PKDL and co-infection were undertaken;
few of them completed and some are still ongoing.
-
Dose finding study of Miltefosine in treatment of PKDL (WHO/TDR) –",SERVICE_GAP,0,0,1,0,0,0
2009,"A multicentric Hospital Based Rotavirus  Surveillance  conducted in various  geographical
region revealed Rotavirus infection  in more than 40% of stool samples by ELISA  in children >5
years admitted with severe diarrhoea with G1P(8) and G2 (P4)  strains  found predominantly.",INFRA_GAP,1,0,0,0,0,0
2009,"Three of these are
in advanced stage of evaluation, three are undergoing internal validation, while four are in various
stages of development.",INFRA_GAP,1,0,0,0,0,0
2009,"Four
vaccine manufacturers are working on  schedule to start the human clinical trials in early 2010.",STAFF_GAP,0,1,0,0,0,0
2009,"The role of the network centres,
which have been strengthened for the use of RT-PCR and developed adequate  surveillance capacity
through molecular diagnosis, has been reflected during outbreak situations of avian H5N1 in the
Eastern and Northeastern India, and particularly during the  current influenza A H1N1 (2009)
pandemic situation, i.e., in conducting rapid testing of all suspected cases of swine influenza
The ICMR is coordinating  efforts to encourage indigenous production of H1N1 vaccines.",STAFF_GAP,0,1,0,0,0,0
2009,"Extensive influenza virus
surveillance network (9 centres in different geographical areas) has been established for undertaking
epidemiological and virological monitoring of human influenza viruses in India.",STAFF_GAP,0,1,0,0,0,0
2009,"Short term training programme on epidemiology and control of vector borne diseases was
conducted in collaboration with WHO/SEARO/Universities in which 40 public health personnel/
faculty/students from India/abroad were trained.",STAFF_GAP,0,1,0,0,0,0
2009,"Human Resource Development
Modules on Integrated Vector Management for a Regional Training course for programme
managers have been developed with the support of WHO/SEARO.",STAFF_GAP,0,1,0,0,0,0
2009,"Independent assessment of MDA programme implementation was carried out in six districts in
Tamil Nadu and four districts in Pondicherry and the results were useful for feedback to improve
programme performance.",SERVICE_GAP,0,0,1,0,0,0
2009,"The methodology to assess Health Related Quality of Life of filariasis patients has been validated
for its application as a tool to monitor the impact of Morbidity management intervention towards
Filariasis Elimination.",QUALITY_GAP,0,0,0,0,0,1
2009,"Contribution to LF elimination programme
The risk map of India for LF transmission, created using Geo-environmental risk model (GERM)

31
ANNUAL REPORT 2009-10
DEPARTMENT OF HEALTH RESEARCH
for delimiting areas for programme implementation is under validation based on field surveys in 64
sites across the country.",SERVICE_GAP,0,0,1,0,0,0
2009,"Vector research for strategy development
Ecology and behavior of Aedes mosquitoes have been studied for development of site specific
IVM strategy to prevent Aedes borne arboviral diseases in rubber plantation areas in Kerala.
61 species of mosquitoes belonging to 10 genera collected from parts of the country have been
bar-coded, additionally.",INFRA_GAP,1,0,0,0,0,0
2009,"Development of macrofilaricidal drug
Thymol, a terpene with phenolic property, isolated from the fruit extracts of Trachyspermum
ammi was found to exhibit promising macrofilaricidal activity against Brugia malayi in Mastomys
coucha.",INFRA_GAP,1,0,0,0,0,0
2009,"With this,
the total fund generated so far from all the firms is to the tune of Rs. 58.80 lakhs.",COST_GAP,0,0,0,0,1,0
2009,"30
DEPARTMENT OF HEALTH RESEARCH
ANNUAL REPORT 2009-10
VECTOR CONTROL RESEARCH CENTRE, PUDUCHERRY
ACHIEVEMENTS
Development of vector control agents
Fifty five-fold enhancement in the yield of mosquito pupicidal metabolite of Pseudomonas
fluorescens (VCRC B426) was achieved through redesigning of the culture medium.",INFRA_GAP,1,0,0,0,0,0
2009,"A qualitative research study provided the first evidence from India that routine, provider-initiated
voluntary HIV testing of TB patients can be achieved with very high efficiency under programmatic
conditions.",QUALITY_GAP,0,0,0,0,0,1
2009,"After the second interim analysis, the DSMB recommended that
intake to the study can be stopped, as the primary outcome had been determined to be significantly
different between the two regimens.",QUALITY_GAP,0,0,0,0,0,1
2009,"Additionally, as a part of the reproductive health program of the Centre, individuals with
ambiguous sexual development (XX males and XY females) are being screened for variations in
the SRY gene.",INFRA_GAP,1,0,0,0,0,0
2009,"•
The Institute is in the process of establishing a primate centre which would serve as a national
resource for undertaking research on human health-related problems where non-human primates
serve as the most appropriate animal model.",STAFF_GAP,0,1,0,0,0,0
2009,"•
National guidelines on prevention, management and control of reproductive tract infections
including sexually transmitted Infections were developed for RCH-2 and NACP-3, following
which training models (trainer’s guide and trainee manuals) on delivery of RTI/STI services
was developed for doctors, nurses and laboratory technicians.",STAFF_GAP,0,1,0,0,0,0
2009,"The model
has been accepted and upscaled at other health facilities in Mumbai by the corporation.",INFRA_GAP,1,0,0,0,0,0
2009,"Adolescent friendly health services were successfully
operationalized at two health posts of Muncipal Corporation of Greater Mumbai.",SERVICE_GAP,0,0,1,0,0,0
2009,"•
The development of simple, cost-effective and highly accurate methods for diagnosis of fertility
status and reproductive tract infections.",INFRA_GAP,1,0,0,0,0,0
2009,"•
Identification of some novel molecules which have the potential for further development as
microbicides.",INFRA_GAP,1,0,0,0,0,0
2009,"The birth of our country’s first scientifically documented test tube
baby through the research endeavors at this Institute and the KEM Hospital is a testimony of
this achievement.",INFRA_GAP,1,0,0,0,0,0
2009,"Availability of such noninvasive methods has made
pregnancy termination much safer and affordable.
•
Studies in the area of infertility management have resulted in establishing assisted reproductive
technologies in the country.",ACCESS_GAP,0,0,0,1,0,0
2009,"Some of these molecules are being tested for their safety and
efficacy so that clinical evaluation could be initiated.",QUALITY_GAP,0,0,0,0,0,1
2009,"ACHIEVEMENTS
•
Evaluation of a number of contraceptives such as oral pills, injectables, transdermal devices,
vaginal rings, intrauterine devices and emergency contraceptives for their safety, efficacy and
acceptability.",QUALITY_GAP,0,0,0,0,0,1
2009,"The main area of research is focused on developing more effective and safer
fertility regulating technologies, developing safer medical methods for pregnancy termination,
detection, diagnosis and treatment of reproductive tract infections including sexually transmitted
diseases, making pregnancy safer, reproductive adolescent health and development, menopause,
infertility and male responsibilities for reproductive health care.",INFRA_GAP,1,0,0,0,0,0
2009,"NIRRH is dedicated to research in reproductive health, with a focus on basic, clinical and
operational research, contraceptive research and genetic diagnosis and testing, together with support
facilities including an animal house, a dedicated library and plans for a primate colony centre for
primate breeding and research.",INFRA_GAP,1,0,0,0,0,0
2009,"Concomitant with this physical transfer was a vital administrative transfer from the Directorate
of Health Services to the Indian Council of Medical Research.",SERVICE_GAP,0,0,1,0,0,0
2009,"33
DEPARTMENT OF HEALTH RESEARCH
INTRAMURAL RESARCH
NATIONAL INSTITUTE FOR RESEARCH IN REPRODUCTIVE HEALTH, MUMBAI
The NIRRH had its humble beginning as a Family Planning Unit, attached to the Directorate
General of Health Services, at the Indian Cancer Research Center in 1954.",SERVICE_GAP,0,0,1,0,0,0
2009,"This study has documented that PBL, while extremely rare in the US
and Europe, may be more common health problem in India, and warrants further attention with
hope for better treatment approaches.",SERVICE_GAP,0,0,1,0,0,0
2009,"The study revealed that hospital born low birth weight infants
did not derive worthwhile benefits from daily zinc supplementation.",INFRA_GAP,1,0,0,0,0,0
2009,"A
double blind randomized placebo controlled trial was undertaken in 2012 hospital born infants
with birth weight < 2500g.",INFRA_GAP,1,0,0,0,0,0
2009,"CHILD HEALTH
Under child health initiatives of ICMR the major focus of research is on perinatal and neonatal
health including childhood cancers and pediatric HIV, operational research and public health related
to child health.",SERVICE_GAP,0,0,1,0,0,0
2009,"Estimation of Oxidative Stress (OS) during Oral Iron Supplementation among Pregnant
Mothers
A hospital based randomized controlled trial is ongoing at 2 HRRCs and one central coordinating
lab 1) to estimate the oxidative stress status during pregnancy in normal pregnant women and
women with mild anemia 2) to study the status of oxidative stress while supplementing iron in
daily and weekly doses in normal and mild anemic pregnant women.",INFRA_GAP,1,0,0,0,0,0
2009,"Treatment given solely on basis of
positive DNA-PCR also results in conception.",SERVICE_GAP,0,0,1,0,0,0
2009,"Diagnosis of Genital Tuberculosis in Infertile Women and the Effect of Anti-tubercular Therapy
To evaluate rate of diagnosis of female genital-tuberculosis(GTB) by various diagnostic
modalities and to evaluate fertility outcome after treatment, a prospective study was carried out on
infertile women subjected to infertility-workup including laboratory tests: endometrial aspiration(EA)
and peritoneal fluid/wash(PW) for histopathology(HPE), DNA-PCR, AFB, bactec sampling;

38
DEPARTMENT OF HEALTH RESEARCH
ANNUAL REPORT 2009-10
laparoscopy and hysteroscopy.",SERVICE_GAP,0,0,1,0,0,0
2009,"Serological testing is
the first step in pursuing a diagnosis of celiac disease and the best available tests are IgA anti-
human tissue trans-glutaminase (tTG) and anti-endomysial IgA antibodies (EMA).",STAFF_GAP,0,1,0,0,0,0
2009,"Undiagnosed
celiac disease can increase the risk of an unfavorable outcome of pregnancy.",QUALITY_GAP,0,0,0,0,0,1
2009,"Majority of the acceptors are from urban
(67.6%) and urban slum (15.0%) areas and only 17.4 % women are from rural areas.",ACCESS_GAP,0,0,0,1,0,0
2009,"This is an open labeled multricentre clinical trial being carried out at 22 Human
Reproduction Research Centres (HRRCs) of ICMR located in the OBGY departments of medical
colleges and hospitals.",INFRA_GAP,1,0,0,0,0,0
2009,"Comparative Long-term Retrospective Follow up Study of RISUG Injected and Vasectomized
(NSV) Subjects
To study the long-term safety and efficacy of RISUG injection in comparison to vasectomy the
Council is conducting a study entitled “Comparative long-term retrospective follow up study of
RISUG injected and vasectomized (NSV) subjects” at one centre in Delhi.",QUALITY_GAP,0,0,0,0,0,1
2009,"RISUG has undergone various pre-
clinical efficacy, safety and toxicological studies on various species of animals.",QUALITY_GAP,0,0,0,0,0,1
2009,"Phase-III Clinical Trial with an Intravasal Injectable Male Contraceptive – RISUG®
The development of safe, effective, reversible and acceptable method of male contraception
is one of the priorities of Government of India.",INFRA_GAP,1,0,0,0,0,0
2009,"The network of 31 HRRCs, established in
different parts of the country in 1980s, have been engaged in conducting nationally relevant
multicentre research projects which include clinical evaluation of newer contraceptive technologies
for safety, efficacy and accept-ability, evaluation of medical methods for elective termination of
pregnancy and intervention studies on maternal and child health, RTIs/STDs; pre-programme
introduction studies of newer contraceptives and cost-effective diagnostics.",COST_GAP,0,0,0,0,1,0
2009,"EXTRAMURAL RESEARCH
The Extramural research programmes in reproductive health are largely being conducted through
a nation-wide network of Human Reproduction Research Centres (HRRCs) and other non ICMR
collaborating institutions/medical colleges and NGOs.",STAFF_GAP,0,1,0,0,0,0
2009,"Genetic Clinic Services
The Centre offers services in clinical genetics by providing genetic counseling, genetic screening
and prenatal diagnosis for common genetic disorders.",SERVICE_GAP,0,0,1,0,0,0
2009,"Efforts are ongoing for developing biophysical model to simulate heat exchange phenomena
across the multiple body segments and layers, numerically define the human vulnerability to heat
stress, predict heat susceptibility limits, apply geo-spatial mapping of heat related effects and
disorders, and identify warning and danger zones.",STAFF_GAP,0,1,0,0,0,0
2009,"ACHIEVEMENTS
The institute installed a facility in an industrial unit at Beawar, Rajasthan  resulting in 85-90%
reduction in silica exposure in the premises.",INFRA_GAP,1,0,0,0,0,0
2009,"The research initiatives of the institute include epidemiological studies,
environmental pollution and toxicology, ergonomics and intervention studies, and national
surveillance programmes.",SERVICE_GAP,0,0,1,0,0,0
2009,"The data was collected from 16 locations across the country including four metropolitan
cities, four medium sized cities (urban), areas adjoining the medium sized cities (rural) and one
district each of hilly and tribal areas.",ACCESS_GAP,0,0,0,1,0,0
2009,"Information is also being collected on utilization and accessibility of
health facilities.",INFRA_GAP,1,0,0,0,0,0
2009,"Under the study information has been collected on utilization and accessibility of health facilities
and assessment of nutritional deficiencies in population by measuring blood serum levels for vitamin
A, E, zinc, copper, B 12, folic acid, ferritin, calcium, phosphorus, lipid profile etc.",INFRA_GAP,1,0,0,0,0,0
2009,"As a part of pre-clinical toxicity studies, safety evaluation of ABFNO2, an antiosteoarthritic
medicine, shea olein, DAG oil and new chemical entity (NCE) meant for treatment of cancer
has been completed.",SERVICE_GAP,0,0,1,0,0,0
2009,"Efficacy of turmeric and garlic powder
administration during treatment in the course of H pylori eradication was also studied as both
turmeric and garlic are known for their anti-microbial activity.",SERVICE_GAP,0,0,1,0,0,0
2009,"At present, PCR and RT-PCR based diagnostic kits to detect food and water borne
human pathogens are being developed.
ii.",STAFF_GAP,0,1,0,0,0,0
2009,"•
In the area of pre-clinical toxicology, toxicological and safety evaluation of efficacy of various
products including biotech formulations, traditional medicines, neutraceuticals etc.
FOOD AND DRUG",QUALITY_GAP,0,0,0,0,0,1
2009,"•
Established recommended dietary allowances (RDA) for different age/gender/ physiological
and occupational groups in India.
•
Generated data on diet and nutritional status of populations at different time points that formed
the basis for development of nutrition policies and intervention programmes.
•
Developed technology of double fortification of cooking salt with iron and iodine to tackle the
twin problems of anaemia and iodine deficiency.",INFRA_GAP,1,0,0,0,0,0
2009,"•
Institute’s research formed the basis for formulation and implementation of national nutrition
intervention programmes for the control and prevention of iron deficiency anaemia, vitamin A
deficiency and iodine deficiency.",SERVICE_GAP,0,0,1,0,0,0
2009,"NNMB, an extramural project of NIN operating in 10 states, generates
information on food and nutrient intakes, nutritional status, prevalence of chronic degenerative
disorders such as overweight/obesity, hypertension, type 2 diabetes, micronutrients deficiency
disorders etc. among rural communities on a continuous basis.",ACCESS_GAP,0,0,0,1,0,0
2009,"FDTRC carries out research in areas of
food safety, food toxicology, drug-nutrient interactions, mycotoxins, heavy metal contaminants
and fluorosis.",QUALITY_GAP,0,0,0,0,0,1
2009,"NIN is devoted to research, training, monitoring
and consultancy in nutrition related problems of the people at the national as well as regional levels.",STAFF_GAP,0,1,0,0,0,0
2009,"They were also measured for final height, head
circumference and weight on reaching adulthood, (especially those who were small for gestational
age (SGA).",ACCESS_GAP,0,0,0,1,0,0
2009,"Correlation of data generated in microarray study with the published proteome data of supportive
feeder fibroblasts enabled identification of proteins – which may be the likely candidates in supporting
the undifferentiated expansion of ES cells in vitro.",INFRA_GAP,1,0,0,0,0,0
2009,"Derivation of Human Embryonic Stem Cell Lines in Xeno-free Environment
Research efforts at NIRRH are aimed to realize clinical potential of human embryonic stem
cells (hES).",STAFF_GAP,0,1,0,0,0,0
2009,"Investigation of the utility of a patented synthetic thermo-reversible hydrogel polymer (TGP) as
supportive matrix for development of 3-D composite skin showed that TGP specifically stimulates
only those keratinocytes that have inherent stemness.",INFRA_GAP,1,0,0,0,0,0
2009,The data indicated paromomycin be more effective treatment option.,SERVICE_GAP,0,0,1,0,0,0
2009,"The institute is known for many achievements in the area of immunohaematology which include:
i) discovery of Bombay & In blood group system; ii) development of prenatal diagnosis for
thalasaemmia, sickle cell anemia, haemophilia, vonWillebrand disease, rare coagulation factor
deficiencies, immunodeficiency and  other haemoglobinopathies; iii) describing several new and
rare mutations in haemoglobinopathies; iii) describing several new and rare mutations in haemophilia,
Glanzmann’s thrombasthenia and in rare coagulation disorders; iv) developing cost effective ways
of managing congenital bleeding disorders; v) several new HLA antigens were described; vi)
association of HLA- B27 with haemophic synovitis; v) association of factor V Leiden with Budd-
chiari Syndrome in the Indian sub continent; vi) several new G-6PD variants from India; vii) salutary
influence of thrombophilic genes on congenital bleeding disorders; viii) molecular biology techniques
were improved for diagnosis of mutations in thalassaemias and other haemoglobinopathies; ix)
technique for prenatal diagnosis from mother’s blood for haemoglobinopathies was developed; x)
RhD typing of foetus for mother’s blood was perfected; xi) demonstrated the usefulness of EACA
for management of haemophilia;
INSTITUTE OF PATHOLOGY, NEW DELHI
The thrust area for research at IOP are tumour biology, infections diseases and stem cell biology.",INFRA_GAP,1,0,0,0,0,0
2009,"48
DEPARTMENT OF HEALTH RESEARCH
INTRAMURAL RESEARCH
NATIONAL INSTITUTE OF IMMUNOHAEMATOLOGY, MUMBAI
National Institute of Immunohaematology was started in 1957 as Blood Group Reference Centre
(BGRC) under ICMR at the KEM Hospital Campus, Mumbai and renamed as Institute of
Immunohaematology on its 25th anniversary.",INFRA_GAP,1,0,0,0,0,0
2009,"Collaborations with CDC, Atlanta, USA on
environment and occupational health having been renewed for the next 5 years, continues to actively
support training workshops, consultancy meetings and projects.",STAFF_GAP,0,1,0,0,0,0
2009,"Expansion of the Cancer registry now includes 8 registries covering 6 states in the north
east, and Cancer Atlas continues in two states.",INFRA_GAP,1,0,0,0,0,0
2009,"Recognizing that development of biomarkers for cardiovascular diseases
will depend critically on large sets of well annotated biological specimens, a disease specific Biobank
on acute coronary events is being initiated with French collaboration.",INFRA_GAP,1,0,0,0,0,0
2009,"Some noteworthy achievements include bringing out consolidated reports of the research
investigations of the Bhopal gas tragedy, investigating mental health issues in urban areas and
disaster situations, expansion of the national cancer registry programme, study of new vaccine for
cervical cancer, setting up satellite centres for management of RF and RHD, understanding foetal
origins of heart disease, and translational research in diabetes.",INFRA_GAP,1,0,0,0,0,0
